RNA.case	RNA.ctrl
43.0370979866661	2.00948317871236
10.2321213691657	4.61731630145973
11.2607054947291	2.88486164785978
80.0872363513671	38.9158711622424
27.029138913307	14.4148532762145
54.7894355975973	37.2882259614615
8.73313240896065	3.66599987975699
96.2854972393734	29.8731377337899
47.7013165454375	16.5634140618628
4.48881388220193	1.59718520125064
14.4052827651004	6.21939945852086
8.75244913186683	5.61716938060077
51.6952752971107	37.0251300684206
4.86307394092569	2.71509570916743
6.17815017625233	3.09323785963868
22.1396810752413	13.3683263085329
13.9565983534098	8.86912165608719
199.527197104334	147.348912773108
8.01510603424444	4.78621900348257
8.2231743266446	4.66872655789546
14.410720989112	7.42431911035058
190.571647127049	113.165436691537
4.92445100180444	1.38042936447065
19.2044500369581	9.95059245868904
9.7181489845147	5.89730517640383
34.787002224203	22.680256776678
6.61038934660964	4.05817173726154
3.04427612910437	1.22966845360172
25.7821860078687	4.79356569915999
3.34128639269905	1.25680139432246
20.7342180955749	12.635815715717
8.0858542024758	5.26145477076079
2.70618818023639	1.26431391621303
10.2642753745013	6.33861541771718
3.43637540521008	0.708731254807847
2.28118702674234	0.388643554405028
6.02466836409414	2.22942921914424
25.7113367124983	10.9862709952557
6.56808435422433	2.91663075929628
8.6198187377569	4.01591773826245
15.4506228780692	9.94548669790888
28.6765037399075	17.9815642512856
7.29776797726565	3.68018082855632
16.0364708595294	9.69551717210731
13.1758746419125	7.86446335593111
10.1674266150072	6.48602483727605
3.89566601980944	1.89212407213036
2.44346806690655	0.879121135119662
50.784099519859	31.4846156144424
4.03649321649961	2.15843732894925
4.36110675128176	1.55142501504379
14.1158610173992	5.09326144887705
25.7457542470646	17.3842879619771
2.9880462929622	0.398667785002548
205.501125548772	144.717186405631
6.09015249517965	3.14588937260823
16.9170607364681	12.9965535187363
0.881210933870215	2.8094076293297
6.0820135508817	11.9190203418639
0.88180741660406	2.24778689879518
0.846296996567237	1.76643760478912
2.25874662561795	3.78878872426384
0.394968784667718	0.963376886415803
0.547984647909904	1.21857773962824
1.00744479614153	1.93005932017109
0.222868779127694	0.908262124711637
0.501227141765911	0.982257266677777
1.38698953346299	2.23308036822221
0.682120858789705	1.22333857722828
0.491204926237718	1.04599156803541
0.748163695154761	1.36578839109691
1.36313585363221	2.26799771962676
0.919258293833557	1.88960207325611
0.385967109581398	0.91185588907449
0.562473209555113	1.04278976491927
0.620288807552512	1.36343609291955
1.52259432937231	2.90689081657887
0.30606524874701	0.803176995654895
0.560089173275075	1.30670197970444
9.6823169669088	19.2380360378208
3.81223948465551	10.7101041303073
0.53314829333972	1.15784970441988
1.69280623196385	2.94072318610038
0.605821496310118	1.23970422683976
1.48230624850808	2.50024490259643
0.322791440307871	0.641365884464995
0.548162231909143	1.02819572972721
0.764003812289217	1.20448139481404
1.1867442988584	1.91069655707522
0.600527693503649	1.01559755749908
0.493364888346665	1.13773066158583
0.544294121725604	0.911188040125079
0.432035314842419	0.792314539512843
0.406346450189129	0.769972165894358
0.118231283242866	0.494320267391623
0.394318663379683	0.763556504776755
0.658434563726791	1.40007444395018
3.65917569875165	6.78734709804934
0.444814354654709	0.774093970077973
0.201893533515477	0.715100864731556
14.4402433337957	31.0956576040052
1.21175759833648	1.94746958933494
1.1211754989545	1.83692091718561
0.463694225812141	0.785840008944635
0.813609592795261	2.79972803261907
0.424767879046498	0.739837125268413
0.572582685149608	0.960256006228617
1.62641157394789	2.41585335419605
3.08415609212479	5.15545632447402
0.546418524465646	0.892725275383181
0.308735341760768	0.620490043375459
0.243121718944292	0.635601360284548
0.256341305849701	0.598136461789502
0.414530936042631	0.708144892346324
0.489416348767933	0.835034045671315
0.319573658182054	0.573047292590859
0.376158550394024	0.650114496675187
0.727961936658464	1.1792565460989
0.51059401987419	0.874105714118878
0.532501553462857	0.89090896081856
0.421719665180112	0.67131736043424
5.76609884357179	8.71163235863856
0.632917711822843	1.10350636064338
0.367761579001052	0.599509260861807
0.306486011326823	0.569682407970155
0.170639816680754	0.492218223734235
0.625945708398703	1.32184675886447
1.54792936944051	2.68163582538296
0.164080905728541	0.524785752888942
0.338897305203756	0.566558883903026
0.858861027446856	1.35620197870423
0.197754678135991	0.791699803227824
0.216113928697398	0.464993330123164
0.215018951951135	0.553023746145775
0.279738607931804	0.512702841741076
0.395052830129496	0.781132017138944
0.351336428211241	0.602999126971383
0.298704434266353	0.498896866087876
0.343535321174386	0.629294955081986
0.311969000848926	0.563792437888077
0.661362593345768	1.185642873232
0.310068142509657	0.571743956018516
0.232420556115845	0.467031884526667
0.097047880985666	0.511413011151484
0.157689409179055	0.41936947743779
0.286097034141851	0.472307226650453
0.356807478916975	0.625809898377626
0.187454311798277	0.394828519657673
0.274655979628706	0.49245080403293
0.271018164522211	0.455954998871849
0.75423907645615	1.23655987516943
0.277519034660857	0.458534258894571
0.251775969537294	0.456890615448559
4.968819201519	10.4016403965378
0.233325856288576	0.413997509876788
0.270420581271589	0.447193325711336
0.216378799728436	0.420538497240106
0.24512323823061	0.405761403280376
0.30980654473429	0.552902781178805
0.256645231083204	0.418587780839387
0.22673009567348	0.46758270742074
0.159455226566057	0.363371927690878
0.255348934011504	0.43459567386818
0.213731922284297	0.41914435054799
0.203256837197922	0.355967203541702
0.234752242751024	0.415796959531341
0.181479705912988	0.392354249370835
0.227635606035593	0.424714757725061
0.288251289353246	0.429571941479527
0.214470811906377	0.404550144409174
0.0897345206856969	0.380083571993526
0.408097744888821	0.811088194768203
0.156273032188917	0.362282623820092
0.225900481702912	0.440789934927984
0.368478332937595	0.592912706972098
0.694830473818734	0.900637372765206
0.24733120227131	0.40243895834145
0.224810858386693	0.396442933005147
0.244703462041332	0.38506035799766
0.192522932450066	0.417883942542618
0.247537523413731	0.379206562878526
0.189046059297234	0.392644468081021
0.127992242926145	0.279128996435348
0.231068284088094	0.400372673231067
0.183964677094039	0.339109697916801
0.191300877296317	0.378659926151544
0.225810275219738	0.368450281492808
0.15542675520605	0.301028564601324
0.140478234349573	0.27431725155178
0.145358433236313	0.41454932479925
0.140645326996788	0.297197383110407
0.213417611998165	0.328155339550459
0.186126738221846	0.344783391186265
0.209750353869579	0.362454127260009
0.170256071439124	0.294290243342548
0.219178096584799	0.322051518296112
0.132704091389408	0.327232806644171
0.211954241552259	0.349682100865483
0.225390524497756	0.547971456863075
0.183008818147251	0.387125437256837
0.187743299827238	0.313967415090805
0.18857780186854	0.320593078001279
0.150994433997326	0.3132594242178
0.210548938408874	0.342223235342415
0.209276637766458	0.307264962677386
0.135507864069209	0.258613740011152
0.144936313106231	0.290036809510404
0.175767627406754	0.308991118733893
0.127602405708123	0.304572258045806
0.236950791166514	0.38596440654304
0.164152179750513	0.287735630583999
0.168463280383102	0.311829818499149
0.180502666083881	0.327830703412691
0.181352089861057	0.311849855819164
0.14721429764313	0.304297297422429
0.169663114077942	0.339068088135779
0.159468116255131	0.308633381768607
0.171550548779762	0.279774669579783
0.149010175281069	0.268195934202946
0.175792434014837	0.269006786629451
0.105080647530627	0.246242035733242
0.186434908297142	0.32400797126522
0.142336405392155	0.285701639583065
0.163773610249997	0.312119508835376
0.180950561319339	0.299988961058075
0.169543262482462	0.292978939317926
0.188650245859917	0.435714164714303
0.146107339937505	0.274477536670726
0.259063415777678	0.402479278482588
0.181089233630343	0.317338249975997
0.183540999420532	0.380446802565146
0.188375814487504	0.300175124900806
0.0856022115211337	0.267189019867045
0.167006789272567	0.30555564551871
0.163365007894477	0.318094428274062
0.137589843454514	0.247366786854899
0.134520491549316	0.256461426273762
0.170302906741723	0.267403525684949
0.192597634487947	0.282793310579843
0.137139505698332	0.278293762392062
0.0880019370632524	0.272162843139525
0.165241373746755	0.300566764931791
0.194930756252136	0.277771010577458
0.0984080090813807	0.29268078095433
0.154541192902849	0.277352814515623
0.136591932485586	0.259027831711649
0.118840143530497	0.241562901904724
0.152193742693118	0.290403124640688
0.174651799059829	0.328207026164601
0.131165585548165	0.220317805378759
0.0837311971393152	0.212612338158927
0.167411342402002	0.261880177315133
0.11816117558036	0.35254069730653
0.135971822707764	0.266697925030269
0.163051392843501	0.30565544735853
0.148957182861203	0.264851445185233
0.0896674175639549	0.230883812955137
0.163985861736881	0.276163369679249
0.181728378889576	0.292662505396713
0.119567100867601	0.217306910526957
0.15385009385113	0.244741663608566
0.199753400379001	0.359676660094989
0.136523377075069	0.270632522914226
0.110288640992263	0.236156796295774
0.1490310810477	0.288758486230469
0.126825745641159	0.271328930122748
0.13905277241666	0.236768269799513
0.0889738638447489	0.206495859419363
0.116599224204396	0.237577467966483
0.16078989015877	0.264994611260356
0.15720811510866	0.24065830921349
0.152630731817869	0.259357588208131
0.12785630105334	0.270745378171078
0.0989816027828676	0.189739435759324
0.115529416151319	0.204667144450895
0.10193604005576	0.203814773729049
0.122337441320018	0.276313789037244
0.131976189621338	0.23746906911449
0.082204560924819	0.219098171445726
0.137789747689459	0.228817714327096
0.182839356540742	0.272843362154635
0.185802200672448	0.280908028753502
0.130235752841638	0.243783448097254
0.112729341724226	0.23532110304986
0.10208642444758	0.201331963250731
0.120496970295129	0.244422383698777
0.144489484251196	0.24025621612744
0.11363748771944	0.217118866025038
0.152827300066802	0.252925955998332
0.139935870212366	0.237094601808611
0.125189979457693	0.20309371599521
0.130903498894362	0.216762854820892
0.1967983659693	0.332573195407757
0.129142663757481	0.223888175984399
0.368871206536101	0.55628338275885
